ticker,name,year,revenue,operating_profit,operating_margin,net_income,roe,roa,eps,bps,per,pbr
514385,나나마테크,2022,2412.3,26.5,1.1,21.9,0.96,0.63,2029.0,134811.0,,
514385,나나마테크,2023,2217.6,-63.8,-2.88,-36.7,-1.7,-0.88,-2814.0,121516.0,,
514385,나나마테크,2024,2036.0,70.8,3.48,55.2,1.89,1.27,1910.0,123129.0,9.5,2.68
302635,차아마파트너스,2020,10762.1,866.1,8.05,455.0,3.18,2.0,16372.0,603762.0,,
302635,차아마파트너스,2021,11348.4,403.5,3.56,243.5,1.82,1.01,11727.0,715378.0,,
302635,차아마파트너스,2022,12384.3,481.0,3.88,407.2,2.93,1.78,54858.0,1989869.0,,
302635,차아마파트너스,2023,11816.8,-88.4,-0.75,-79.4,-0.5,-0.27,-3861.0,570650.0,,
302635,차아마파트너스,2024,12116.0,388.1,3.2,278.8,1.87,1.15,11099.0,1329350.0,,0.6
156824,사사아솔루션,2020,2070.6,197.8,9.55,103.1,3.87,2.22,11450.0,275486.0,,
156824,사사아솔루션,2021,2246.6,239.0,10.64,211.6,6.93,4.49,7827.0,136584.0,,
156824,사사아솔루션,2022,2571.8,312.6,12.16,251.8,7.97,5.27,33173.0,335551.0,,
156824,사사아솔루션,2023,3065.2,357.1,11.65,231.8,5.11,3.19,8016.0,247534.0,,
156824,사사아솔루션,2024,3535.4,518.2,14.66,271.5,5.76,2.91,50512.0,279307.0,21.9,2.91
182976,바카하테크,2020,494.6,59.8,12.09,51.4,7.15,5.04,6134.0,31274.0,,
182976,바카하테크,2021,487.0,56.7,11.65,42.9,8.02,6.08,5513.0,58634.0,,
182976,바카하테크,2022,430.8,32.7,7.6,26.0,4.25,2.88,1650.0,27282.0,,
182976,바카하테크,2023,419.6,45.7,10.89,32.6,6.91,4.67,1279.0,51105.0,,
182976,바카하테크,2024,426.8,48.9,11.47,27.9,7.35,4.23,1247.0,35112.0,7.6,1.37
132962,타가코퍼레이션,2020,1699.3,292.7,17.22,201.0,8.98,4.74,7692.0,323729.0,,
132962,타가코퍼레이션,2021,1484.8,219.8,14.8,192.1,8.69,6.08,10422.0,91631.0,,
132962,타가코퍼레이션,2022,1446.6,205.0,14.17,179.6,9.45,4.76,11039.0,69018.0,,
132962,타가코퍼레이션,2023,1327.6,133.8,10.08,102.5,6.17,3.54,11189.0,179757.0,,
132962,타가코퍼레이션,2024,1171.7,178.3,15.22,127.6,8.51,4.59,4648.0,108319.0,4.1,0.6
972039,카나아홀딩스,2020,624.8,81.7,13.08,59.4,10.91,5.51,2006.0,25363.0,,
972039,카나아홀딩스,2021,624.8,60.3,9.65,49.8,5.46,3.3,1685.0,50908.0,,
972039,카나아홀딩스,2022,626.7,21.8,3.48,15.9,1.76,1.32,1984.0,35690.0,,
972039,카나아홀딩스,2023,565.9,4.8,0.84,4.1,0.89,0.51,278.0,28969.0,,
972039,카나아홀딩스,2024,522.3,39.9,7.64,28.1,4.33,2.49,1481.0,25892.0,,2.13
298548,사하코퍼레이션,2020,3244.9,304.1,9.37,261.3,8.03,5.52,23539.0,113806.0,,
298548,사하코퍼레이션,2021,3465.3,360.1,10.39,293.3,8.52,4.66,12140.0,183524.0,,
298548,사하코퍼레이션,2022,3387.8,267.3,7.89,177.4,3.52,2.42,8096.0,677303.0,,
298548,사하코퍼레이션,2023,3220.9,392.1,12.17,352.0,9.76,5.42,12616.0,709004.0,,
298548,사하코퍼레이션,2024,3586.4,209.3,5.84,132.2,2.79,1.86,5114.0,356216.0,23.2,2.44
542584,사하이노베이션,2020,12280.3,649.4,5.29,402.4,3.81,2.99,15467.0,354303.0,,
542584,사하이노베이션,2021,12218.4,539.7,4.42,444.2,3.08,2.41,21826.0,513451.0,,
542584,사하이노베이션,2022,13052.8,974.8,7.47,670.4,4.41,3.63,27560.0,633987.0,,
542584,사하이노베이션,2023,13522.5,793.4,5.87,490.1,4.03,2.48,25542.0,591411.0,,
542584,사하이노베이션,2024,13277.2,929.3,7.0,756.4,4.87,2.98,39915.0,862651.0,18.1,1.94
919555,사바바이오,2020,1762.3,88.4,5.02,57.0,2.33,1.41,2080.0,438877.0,,
919555,사바바이오,2021,1883.8,66.4,3.52,58.2,3.46,1.82,2416.0,120464.0,,
919555,사바바이오,2022,2109.5,128.0,6.07,93.5,3.21,2.38,17425.0,98994.0,,
919555,사바바이오,2023,2237.5,-20.4,-0.91,-17.9,-0.56,-0.38,-2113.0,468472.0,,
919555,사바바이오,2024,2331.9,55.7,2.39,34.8,1.02,0.65,2121.0,151346.0,18.7,2.23
529925,파나타시스템즈,2020,3666.7,634.7,17.31,532.5,12.86,9.58,58686.0,217881.0,,
529925,파나타시스템즈,2021,3321.2,547.1,16.47,445.9,16.71,13.14,24765.0,93204.0,,
529925,파나타시스템즈,2022,3284.2,407.4,12.41,316.0,7.39,5.31,37588.0,276002.0,,
529925,파나타시스템즈,2023,3009.0,502.9,16.71,437.4,10.72,7.15,25674.0,630533.0,,
529925,파나타시스템즈,2024,2737.4,330.1,12.06,257.2,6.42,5.04,13286.0,136475.0,10.7,1.79
430284,하타파트너스,2020,957.9,95.6,9.98,84.0,6.25,4.03,3293.0,159969.0,,
430284,하타파트너스,2021,821.3,68.8,8.37,56.6,5.67,3.25,11073.0,58395.0,,
430284,하타파트너스,2022,824.6,73.9,8.96,56.3,4.83,2.91,4395.0,51179.0,,
430284,하타파트너스,2023,798.9,24.2,3.03,18.3,1.69,1.04,1196.0,57465.0,,
430284,하타파트너스,2024,708.1,58.6,8.27,37.4,4.34,3.05,2223.0,109196.0,13.2,0.58
248112,하마라홀딩스,2020,2502.4,170.9,6.83,138.1,4.12,3.35,10381.0,379579.0,,
248112,하마라홀딩스,2021,2765.0,207.0,7.49,136.9,3.87,3.08,5012.0,342288.0,,
248112,하마라홀딩스,2022,3114.3,285.1,9.16,183.6,6.02,3.32,7174.0,226988.0,,
248112,하마라홀딩스,2023,3530.6,207.6,5.88,108.8,2.2,1.11,6849.0,209658.0,,
248112,하마라홀딩스,2024,3670.2,302.5,8.24,177.8,3.72,2.65,14234.0,257713.0,9.7,0.9
525850,차타사파트너스,2020,1957.7,248.5,12.69,150.9,5.29,3.03,5037.0,104487.0,,
525850,차타사파트너스,2021,2023.1,170.4,8.42,146.6,5.37,2.8,10523.0,93978.0,,
525850,차타사파트너스,2022,1825.0,174.7,9.57,140.4,5.97,4.81,10813.0,175246.0,,
525850,차타사파트너스,2023,1957.5,173.4,8.86,149.6,7.33,3.99,6751.0,103601.0,,
525850,차타사파트너스,2024,1934.0,134.3,6.94,85.4,3.99,3.23,3301.0,285473.0,,1.54
151922,다바가테크,2020,775.7,69.5,8.95,60.1,6.12,3.28,9689.0,33231.0,,
151922,다바가테크,2021,781.6,75.5,9.66,44.3,5.6,3.15,4394.0,28859.0,,
151922,다바가테크,2022,761.0,54.6,7.17,30.0,4.8,3.5,4894.0,30833.0,,
151922,다바가테크,2023,871.0,55.4,6.36,29.3,3.33,1.97,3991.0,83499.0,,
151922,다바가테크,2024,941.3,141.6,15.04,105.7,12.18,7.44,7744.0,36542.0,23.3,2.24
527354,라파다시스템즈,2020,1773.8,191.9,10.82,139.8,5.4,2.8,7479.0,378499.0,,
527354,라파다시스템즈,2021,1822.3,192.7,10.57,116.6,4.76,2.48,3899.0,139848.0,,
527354,라파다시스템즈,2022,1984.3,155.2,7.82,132.8,7.03,5.19,5067.0,149181.0,,
527354,라파다시스템즈,2023,2162.4,360.2,16.66,304.2,17.28,11.41,18482.0,73469.0,,
527354,라파다시스템즈,2024,2420.4,197.6,8.16,99.4,4.5,3.05,18844.0,127436.0,24.7,0.61
581693,마아다바이오,2020,3144.3,237.9,7.57,173.5,4.1,2.98,16468.0,318645.0,,
581693,마아다바이오,2021,2723.6,125.6,4.61,102.4,3.13,1.83,3749.0,125825.0,,
581693,마아다바이오,2022,2336.5,70.9,3.03,53.5,1.56,0.95,3484.0,303377.0,,
581693,마아다바이오,2023,1991.6,130.3,6.54,71.2,3.35,2.15,2866.0,104311.0,,
581693,마아다바이오,2024,1695.0,107.2,6.32,67.9,2.7,1.4,5088.0,93389.0,10.2,1.7
211585,가아글로벌,2020,6043.0,336.5,5.57,242.4,3.06,1.61,12608.0,477517.0,,
211585,가아글로벌,2021,6916.6,293.2,4.24,227.6,3.08,1.91,10017.0,310663.0,,
211585,가아글로벌,2022,7640.3,680.5,8.91,470.5,4.61,2.62,17788.0,1528132.0,,
211585,가아글로벌,2023,8754.4,601.7,6.87,338.0,2.69,1.7,36311.0,709190.0,,
211585,가아글로벌,2024,8897.4,1039.4,11.68,879.8,7.85,3.93,104092.0,486222.0,15.1,0.93
185102,나다바이오,2020,5067.6,819.0,16.16,427.8,7.79,4.08,14640.0,355765.0,,
185102,나다바이오,2021,5543.6,705.9,12.73,622.4,7.94,6.44,57377.0,527822.0,,
185102,나다바이오,2022,5158.9,553.2,10.72,454.6,8.36,6.7,23274.0,222089.0,,
185102,나다바이오,2023,5451.1,259.8,4.77,133.7,1.66,1.1,13492.0,635697.0,,
185102,나다바이오,2024,5745.7,438.8,7.64,319.0,5.34,3.7,15862.0,651201.0,,1.29
554914,하다바테크,2020,2802.1,439.3,15.68,357.7,10.08,5.21,15240.0,124364.0,,
554914,하다바테크,2021,3253.1,547.1,16.82,420.9,14.86,9.22,23607.0,104335.0,,
554914,하다바테크,2022,3441.4,675.1,19.62,593.8,14.19,8.11,79685.0,203423.0,,
554914,하다바테크,2023,3893.9,818.2,21.01,646.2,11.56,6.54,30125.0,289981.0,,
554914,하다바테크,2024,4384.8,852.5,19.44,617.1,10.32,5.4,26825.0,205733.0,15.6,1.15
482384,하가다홀딩스,2020,25312.9,1848.3,7.3,949.8,2.93,2.32,41917.0,2295191.0,,
482384,하가다홀딩스,2021,24392.5,1414.9,5.8,723.3,2.0,1.41,27202.0,1482052.0,,
482384,하가다홀딩스,2022,22352.5,1216.2,5.44,936.5,3.64,1.98,62292.0,1126872.0,,
482384,하가다홀딩스,2023,21737.7,1568.4,7.22,1237.0,3.9,2.02,92399.0,3178544.0,,
482384,하가다홀딩스,2024,22050.7,119.3,0.54,86.6,0.26,0.19,5902.0,1419584.0,12.5,1.74
232616,타마마홀딩스,2020,722.7,46.8,6.48,23.6,3.16,1.69,1152.0,26184.0,,
232616,타마마홀딩스,2021,832.3,71.7,8.61,41.1,4.58,3.48,1668.0,62909.0,,
232616,타마마홀딩스,2022,937.4,81.4,8.69,55.3,6.71,3.46,10352.0,30799.0,,
232616,타마마홀딩스,2023,1036.0,97.6,9.42,79.1,6.3,4.86,8291.0,155717.0,,
232616,타마마홀딩스,2024,1256.4,111.8,8.9,85.8,6.93,4.24,8677.0,49888.0,12.3,0.5
323861,차바엔터테인먼트,2020,648.5,99.4,15.33,67.9,12.0,6.23,2462.0,98466.0,,
323861,차바엔터테인먼트,2021,667.4,88.5,13.26,61.8,7.9,5.32,6734.0,27632.0,,
323861,차바엔터테인먼트,2022,611.3,68.3,11.17,46.4,5.26,3.2,3577.0,86140.0,,
323861,차바엔터테인먼트,2023,649.9,53.5,8.23,42.6,7.09,3.71,2413.0,36331.0,,
323861,차바엔터테인먼트,2024,619.6,38.5,6.22,33.0,4.64,3.59,3349.0,24438.0,,1.96
654787,카라솔루션,2020,162.4,20.8,12.79,12.0,7.89,4.65,873.0,17215.0,,
654787,카라솔루션,2021,179.4,20.6,11.49,16.3,7.42,5.5,702.0,8298.0,,
654787,카라솔루션,2022,198.6,22.9,11.54,18.0,6.15,4.15,660.0,13651.0,,
654787,카라솔루션,2023,197.2,18.9,9.6,10.7,4.37,2.4,669.0,10944.0,,
654787,카라솔루션,2024,194.8,25.6,13.14,19.0,12.19,8.18,1130.0,6985.0,23.0,1.61
252199,차사나솔루션,2020,739.4,131.0,17.72,72.9,10.8,6.1,13448.0,88206.0,,
252199,차사나솔루션,2021,704.9,109.1,15.48,61.3,7.29,4.2,2605.0,94873.0,,
252199,차사나솔루션,2022,696.9,123.1,17.66,92.6,14.31,8.0,6690.0,100687.0,,
252199,차사나솔루션,2023,614.0,102.6,16.71,92.1,14.47,9.66,14770.0,43167.0,,
252199,차사나솔루션,2024,608.9,81.2,13.34,64.1,7.49,5.37,2429.0,108734.0,4.6,2.15
106619,자다마파트너스,2020,2299.4,307.3,13.37,168.7,6.15,4.66,6198.0,403866.0,,
106619,자다마파트너스,2021,2540.8,306.5,12.06,234.3,7.98,5.58,15639.0,152411.0,,
106619,자다마파트너스,2022,2779.6,406.4,14.62,266.0,9.38,6.6,15735.0,201902.0,,
106619,자다마파트너스,2023,2780.4,229.1,8.24,130.5,3.79,3.02,18222.0,116979.0,,
106619,자다마파트너스,2024,2790.3,184.3,6.61,148.7,4.19,2.86,12609.0,184369.0,18.7,2.37
620776,차바라솔루션,2020,3026.3,462.0,15.27,234.4,8.44,4.26,10818.0,409920.0,,
620776,차바라솔루션,2021,3399.6,518.5,15.25,287.5,6.69,5.07,42074.0,427514.0,,
620776,차바라솔루션,2022,3395.3,577.2,17.0,497.8,11.88,7.56,25974.0,256340.0,,
620776,차바라솔루션,2023,3250.2,673.7,20.73,464.7,16.78,10.89,17004.0,256789.0,,
620776,차바라솔루션,2024,3606.4,830.5,23.03,476.8,11.95,7.91,19773.0,241705.0,12.4,2.13
682355,아파엔터테인먼트,2020,3701.6,371.0,10.02,325.7,8.95,6.01,26140.0,316764.0,,
682355,아파엔터테인먼트,2021,3758.8,359.9,9.57,192.1,5.35,3.27,13460.0,132472.0,,
682355,아파엔터테인먼트,2022,3793.9,284.2,7.49,236.3,6.84,3.94,28159.0,130573.0,,
682355,아파엔터테인먼트,2023,3752.1,357.0,9.51,204.6,5.03,2.92,37423.0,376815.0,,
682355,아파엔터테인먼트,2024,3902.7,440.8,11.29,309.3,6.17,3.35,20752.0,196399.0,21.8,2.39
845281,자나다테크,2020,373.1,61.8,16.56,54.6,16.13,8.75,7540.0,15692.0,,
845281,자나다테크,2021,390.8,70.8,18.12,37.2,9.68,4.85,2966.0,14776.0,,
845281,자나다테크,2022,375.8,54.1,14.39,44.2,8.5,4.34,4866.0,20501.0,,
845281,자나다테크,2023,402.8,56.1,13.92,36.8,9.86,5.47,1584.0,15657.0,,
845281,자나다테크,2024,443.8,52.1,11.74,28.8,4.34,2.56,2660.0,78967.0,8.6,0.68
340880,나카바이오,2020,18620.3,1316.9,7.07,1023.1,4.33,2.81,62357.0,834505.0,,
340880,나카바이오,2021,19591.2,1818.9,9.28,1012.8,4.56,2.7,42602.0,1726243.0,,
340880,나카바이오,2022,24091.9,1999.4,8.3,1222.0,4.79,3.85,42820.0,2736061.0,,
340880,나카바이오,2023,26408.7,3185.6,12.06,2573.4,7.11,5.32,449426.0,3076359.0,,
340880,나카바이오,2024,32577.3,5020.7,15.41,2604.1,6.78,4.33,90849.0,1535892.0,29.9,0.67
794070,카라라파트너스,2020,8373.3,490.1,5.85,417.3,4.57,2.45,19399.0,488857.0,,
794070,카라라파트너스,2021,10013.9,828.2,8.27,689.6,6.08,3.56,39680.0,442988.0,,
794070,카라라파트너스,2022,11343.6,1059.8,9.34,882.8,5.35,3.97,76150.0,1126010.0,,
794070,카라라파트너스,2023,13362.4,1164.9,8.72,989.0,6.68,3.65,59117.0,1700890.0,,
794070,카라라파트너스,2024,15382.2,2353.9,15.3,1346.3,8.57,6.95,46594.0,640176.0,17.3,0.79
859910,나다파코퍼레이션,2020,1029.5,62.4,6.06,45.5,3.03,1.65,6077.0,211057.0,,
859910,나다파코퍼레이션,2021,1179.6,53.6,4.54,36.6,2.68,1.93,2678.0,61585.0,,
859910,나다파코퍼레이션,2022,1218.8,114.7,9.41,85.5,5.53,2.89,3113.0,94516.0,,
859910,나다파코퍼레이션,2023,1169.9,116.5,9.96,71.8,7.44,4.37,6751.0,110008.0,,
859910,나다파코퍼레이션,2024,1135.7,154.6,13.61,115.4,7.9,5.89,8909.0,53809.0,20.5,0.88
884794,다차사글로벌,2020,228.3,17.1,7.5,14.4,6.98,5.41,1534.0,9397.0,,
884794,다차사글로벌,2021,248.1,16.2,6.54,13.8,5.22,2.65,499.0,11274.0,,
884794,다차사글로벌,2022,235.8,18.4,7.81,10.7,3.05,2.12,663.0,12663.0,,
884794,다차사글로벌,2023,224.9,16.9,7.52,12.0,4.6,2.77,902.0,22079.0,,
884794,다차사글로벌,2024,214.6,4.6,2.16,3.9,1.48,0.99,221.0,19212.0,17.6,0.8
857826,아라파트너스,2020,1350.9,179.6,13.3,113.9,8.59,5.33,5384.0,70597.0,,
857826,아라파트너스,2021,1170.6,127.7,10.91,69.3,4.71,2.6,11533.0,124664.0,,
857826,아라파트너스,2022,1101.4,136.6,12.4,106.8,10.66,5.74,15056.0,38159.0,,
857826,아라파트너스,2023,953.8,112.1,11.76,91.1,9.01,6.27,4226.0,37344.0,,
857826,아라파트너스,2024,926.1,71.8,7.76,60.9,5.57,3.42,2045.0,87810.0,4.1,2.81
695960,하아바이오,2020,245.0,39.4,16.07,26.7,7.91,5.19,1320.0,11473.0,,
695960,하아바이오,2021,234.1,32.4,13.83,17.4,8.16,4.64,2243.0,11400.0,,
695960,하아바이오,2022,213.3,27.9,13.07,18.6,10.73,6.13,2026.0,34393.0,,
695960,하아바이오,2023,192.2,23.6,12.3,18.9,8.35,6.16,1268.0,8438.0,,
695960,하아바이오,2024,173.2,10.7,6.18,6.7,4.21,3.02,370.0,14740.0,,1.83
538231,다아바이오,2020,973.8,149.4,15.34,78.4,7.22,4.44,4963.0,42499.0,,
538231,다아바이오,2021,1072.4,183.2,17.08,154.4,15.58,9.47,5669.0,36636.0,,
538231,다아바이오,2022,1126.4,208.2,18.49,160.2,10.03,7.36,6316.0,105158.0,,
538231,다아바이오,2023,1238.3,190.9,15.41,143.9,8.19,4.16,5172.0,73946.0,,
538231,다아바이오,2024,1366.6,139.1,10.18,94.8,7.13,4.34,3256.0,172405.0,24.5,2.31
310894,자아라홀딩스,2020,1764.6,126.3,7.16,88.8,3.4,2.3,9185.0,111433.0,,
310894,자아라홀딩스,2021,1933.4,104.6,5.41,72.3,2.88,1.59,2534.0,455938.0,,
310894,자아라홀딩스,2022,2205.1,154.7,7.02,101.2,3.66,2.38,4884.0,194191.0,,
310894,자아라홀딩스,2023,2351.5,29.0,1.23,24.9,0.9,0.7,1168.0,237318.0,,
310894,자아라홀딩스,2024,2596.2,236.2,9.1,162.2,5.62,3.68,9822.0,164111.0,8.1,1.84
466942,사아아글로벌,2020,1823.6,200.0,10.96,158.5,6.73,4.48,7077.0,92150.0,,
466942,사아아글로벌,2021,1927.2,231.6,12.02,172.5,8.54,4.58,20391.0,124596.0,,
466942,사아아글로벌,2022,1949.5,214.9,11.02,156.1,5.46,3.7,14739.0,241895.0,,
466942,사아아글로벌,2023,2021.7,254.8,12.6,205.3,7.71,4.04,10535.0,131812.0,,
466942,사아아글로벌,2024,2100.6,273.1,13.0,152.2,5.88,3.82,5121.0,205205.0,20.5,1.8
579497,바마글로벌,2020,1118.7,152.2,13.6,127.9,11.44,8.05,4434.0,113587.0,,
579497,바마글로벌,2021,1198.8,163.3,13.62,101.4,7.78,5.58,3904.0,72544.0,,
579497,바마글로벌,2022,1289.9,145.2,11.25,115.2,7.59,4.67,3847.0,123037.0,,
579497,바마글로벌,2023,1376.2,109.3,7.94,67.3,6.06,3.6,3120.0,62144.0,,
579497,바마글로벌,2024,1416.0,81.6,5.76,72.3,5.78,3.03,12496.0,83545.0,24.3,2.29
164179,파하코퍼레이션,2020,4416.9,696.0,15.76,492.8,8.33,6.94,18298.0,306013.0,,
164179,파하코퍼레이션,2021,4805.5,845.3,17.59,436.5,7.98,4.61,23570.0,500491.0,,
164179,파하코퍼레이션,2022,5617.7,1047.9,18.65,873.3,11.77,9.16,63784.0,250552.0,,
164179,파하코퍼레이션,2023,6164.3,1119.1,18.15,989.3,11.87,6.14,160059.0,807357.0,,
164179,파하코퍼레이션,2024,7310.5,1719.4,23.52,1382.2,17.47,10.44,51700.0,397377.0,25.4,0.72
407006,하바타바이오,2020,471.2,55.7,11.81,39.9,6.08,3.05,2524.0,34075.0,,
407006,하바타바이오,2021,471.4,41.2,8.73,32.4,8.46,6.53,1931.0,24970.0,,
407006,하바타바이오,2022,484.9,10.1,2.09,5.5,0.86,0.56,203.0,79595.0,,
407006,하바타바이오,2023,458.8,36.0,7.84,22.3,3.29,2.52,1124.0,111512.0,,
407006,하바타바이오,2024,457.3,11.2,2.46,9.9,1.82,0.94,389.0,37940.0,,2.11
222504,가라바이오,2020,1408.5,235.8,16.74,147.7,9.55,7.11,5186.0,162423.0,,
222504,가라바이오,2021,1343.0,197.9,14.74,116.0,6.94,4.02,7256.0,291471.0,,
222504,가라바이오,2022,1255.5,171.1,13.62,112.1,7.58,4.33,8532.0,74251.0,,
222504,가라바이오,2023,1195.4,127.6,10.68,68.7,4.18,3.01,6467.0,319422.0,,
222504,가라바이오,2024,1184.8,194.0,16.38,119.3,7.69,5.59,13033.0,60344.0,13.9,1.48
790395,라라바솔루션,2020,2012.8,347.2,17.25,239.2,8.22,4.8,11483.0,175535.0,,
790395,라라바솔루션,2021,1975.4,362.3,18.34,258.8,11.09,7.94,18945.0,179252.0,,
790395,라라바솔루션,2022,2143.3,379.0,17.68,215.4,8.31,5.76,9778.0,189759.0,,
790395,라라바솔루션,2023,2341.7,351.3,15.0,232.7,6.7,4.58,16382.0,489473.0,,
790395,라라바솔루션,2024,2255.8,330.0,14.63,171.9,5.46,4.41,13519.0,430336.0,14.5,2.84
431318,차나파트너스,2020,4837.3,235.9,4.88,148.8,2.44,1.25,6406.0,357894.0,,
431318,차나파트너스,2021,5858.8,375.0,6.4,202.7,2.89,2.25,12976.0,412886.0,,
431318,차나파트너스,2022,6494.5,607.5,9.35,424.4,4.97,3.2,29325.0,941902.0,,
431318,차나파트너스,2023,7870.1,779.9,9.91,410.3,5.13,3.75,27535.0,406574.0,,
431318,차나파트너스,2024,9169.6,1282.4,13.99,963.9,9.55,4.83,71210.0,498810.0,23.5,2.03
724508,카자파시스템즈,2020,399.9,35.1,8.76,29.2,5.71,3.88,3957.0,71775.0,,
724508,카자파시스템즈,2021,380.4,29.5,7.75,18.2,4.77,2.77,1233.0,16273.0,,
724508,카자파시스템즈,2022,356.6,20.9,5.86,15.6,3.01,1.61,767.0,31600.0,,
724508,카자파시스템즈,2023,325.6,4.2,1.3,3.7,1.06,0.58,212.0,16524.0,,
724508,카자파시스템즈,2024,308.3,17.9,5.81,9.9,2.75,2.14,498.0,37825.0,4.8,1.69
959834,카자글로벌,2020,309.2,25.3,8.19,17.2,6.5,5.37,1306.0,13585.0,,
959834,카자글로벌,2021,312.3,31.4,10.05,27.3,6.4,3.49,1098.0,42063.0,,
959834,카자글로벌,2022,327.6,36.6,11.18,26.0,7.38,4.56,3672.0,15196.0,,
959834,카자글로벌,2023,353.1,16.6,4.71,11.7,2.49,1.32,1484.0,66449.0,,
959834,카자글로벌,2024,352.8,56.3,15.97,39.2,9.45,6.65,1406.0,21394.0,22.9,2.39
760891,차마파트너스,2020,7786.7,493.4,6.34,309.0,3.33,2.16,19842.0,910731.0,,
760891,차마파트너스,2021,7708.3,343.6,4.46,258.1,2.66,1.48,13982.0,1760405.0,,
760891,차마파트너스,2022,7498.0,457.7,6.1,231.0,2.22,1.53,28299.0,698796.0,,
760891,차마파트너스,2023,7324.4,-114.9,-1.57,-83.9,-0.85,-0.67,-7484.0,374259.0,,
760891,차마파트너스,2024,6382.2,77.8,1.22,53.7,0.94,0.5,3906.0,514825.0,8.7,0.85
936345,자아엔터테인먼트,2020,2309.5,369.0,15.98,314.3,13.48,7.61,30921.0,345815.0,,
936345,자아엔터테인먼트,2021,2097.8,316.1,15.07,257.6,10.7,7.12,17114.0,86344.0,,
936345,자아엔터테인먼트,2022,1811.3,255.7,14.12,180.0,8.15,4.92,17605.0,199930.0,,
936345,자아엔터테인먼트,2023,1730.1,230.4,13.32,172.9,8.46,4.27,5880.0,78480.0,,
936345,자아엔터테인먼트,2024,1597.1,133.8,8.38,118.1,6.63,4.74,5551.0,67164.0,13.0,2.7
463559,가차파트너스,2020,816.0,132.9,16.28,102.5,15.14,11.58,5791.0,61559.0,,
463559,가차파트너스,2021,936.1,165.6,17.69,139.5,12.61,8.2,5778.0,76501.0,,
463559,가차파트너스,2022,983.8,206.0,20.94,127.3,11.11,7.39,11194.0,170609.0,,
463559,가차파트너스,2023,1171.7,237.3,20.25,122.0,11.92,5.96,7372.0,35632.0,,
463559,가차파트너스,2024,1379.0,274.7,19.92,196.2,10.36,5.35,12872.0,162622.0,34.3,2.69
101281,타카파트너스,2020,12826.2,1393.7,10.87,813.1,7.09,3.76,30329.0,990029.0,,
101281,타카파트너스,2021,14132.3,1682.7,11.91,919.5,4.9,3.54,71142.0,1825368.0,,
101281,타카파트너스,2022,14900.0,2013.4,13.51,1648.8,10.13,6.65,73676.0,614157.0,,
101281,타카파트너스,2023,17609.7,2818.7,16.01,2497.6,9.82,5.93,267744.0,1380796.0,,
101281,타카파트너스,2024,21512.7,4382.9,20.37,3084.1,10.73,5.66,129258.0,2087455.0,31.1,2.64
884981,다타파테크,2020,2024.6,209.6,10.35,121.3,4.79,3.11,6443.0,133129.0,,
884981,다타파테크,2021,1971.9,173.0,8.77,113.1,4.15,2.93,4911.0,105971.0,,
884981,다타파테크,2022,1953.4,272.1,13.93,200.3,7.7,4.01,11329.0,256637.0,,
884981,다타파테크,2023,2039.3,248.3,12.17,159.8,6.76,3.79,15423.0,195246.0,,
884981,다타파테크,2024,2131.0,54.9,2.57,32.9,1.61,1.33,6201.0,73728.0,23.9,2.8
526638,사자가시스템즈,2020,2251.5,147.9,6.57,120.8,5.77,4.77,4682.0,93685.0,,
526638,사자가시스템즈,2021,2442.2,128.4,5.26,69.3,2.42,1.42,11774.0,226790.0,,
526638,사자가시스템즈,2022,2576.9,86.6,3.36,56.5,2.63,2.17,3029.0,132720.0,,
526638,사자가시스템즈,2023,2784.5,34.5,1.24,30.1,0.8,0.66,2250.0,150989.0,,
526638,사자가시스템즈,2024,2863.0,326.6,11.41,257.6,10.6,7.12,16910.0,130744.0,6.6,1.83
618974,타카홀딩스,2020,24923.6,1473.4,5.91,1207.4,5.09,3.25,123989.0,969074.0,,
618974,타카홀딩스,2021,29431.5,1988.2,6.76,1068.5,3.85,2.08,55767.0,1176877.0,,
618974,타카홀딩스,2022,33685.1,2430.1,7.21,1594.0,5.26,4.06,63489.0,2671066.0,,
618974,타카홀딩스,2023,41231.5,4812.3,11.67,2943.9,6.58,5.1,169193.0,2326082.0,,
618974,타카홀딩스,2024,47805.1,7579.2,15.85,3997.0,6.04,3.86,315720.0,4359387.0,34.5,2.52
998449,나가나글로벌,2020,13541.5,2306.0,17.03,1519.5,12.46,9.26,54690.0,1038473.0,,
998449,나가나글로벌,2021,11699.7,1976.4,16.89,1710.6,11.56,9.52,145093.0,628530.0,,
998449,나가나글로벌,2022,10832.0,1742.3,16.08,1486.8,12.91,10.6,68012.0,742124.0,,
998449,나가나글로벌,2023,10359.0,1126.2,10.87,664.3,7.19,4.71,31205.0,460154.0,,
998449,나가나글로벌,2024,9333.7,1093.5,11.72,971.3,8.17,5.77,71292.0,533204.0,10.4,1.22
799835,바하바이오,2020,1272.5,107.8,8.48,61.3,4.38,2.3,2054.0,62047.0,,
799835,바하바이오,2021,1240.1,97.7,7.88,83.5,6.88,4.18,3369.0,43803.0,,
799835,바하바이오,2022,1162.4,58.2,5.0,34.1,2.75,2.2,6496.0,68286.0,,
799835,바하바이오,2023,1049.6,18.9,1.8,13.3,1.32,0.71,705.0,139895.0,,
799835,바하바이오,2024,992.9,33.1,3.34,23.1,1.88,1.14,3230.0,97855.0,4.6,2.93
